playerid,name,position,position_id,team,team_id,value,GW_1,GW_2,GW_3,GW_4,GW_5,GW_6,GW_7,GW_8,GW_9,GW_10,GW_11,GW_12,GW_13,GW_14,GW_15,GW_16,GW_17,GW_18,GW_19,GW_20,GW_21,GW_22,GW_23,GW_24,GW_25,GW_26,GW_27,GW_28,GW_29,GW_30,GW_31,GW_32,GW_33,GW_34,GW_35,GW_36,GW_37,GW_38
389,Jean-Philippe Gbamin,MID,4,Everton,7,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,Jean-Philippe Mateta,FWD,1,Crystal Palace,11,4.9,0,0,1,7,5,1,2,2,1,1,0,1,1,1,1,7,12,1,2,2,2,2,6,2,5,6,2,8,0,9,2,5,2,29,2,6,9,20
391,Jean-Ricner Bellegarde,MID,4,Wolves,20,4.9,0,0,0,0,2,-2,0,0,0,0,7,2,5,2,1,1,2,0,6,1,1,2,1,2,1,1,2,1,0,0,0,0,0,0,0,4,1,2
392,Jeff Hendrick,MID,4,Newcastle,17,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,Jefferson Lerma Solís,MID,4,Crystal Palace,11,4.7,3,2,2,2,0,0,0,0,2,2,2,8,1,2,2,2,0,2,2,2,2,1,2,6,1,3,1,3,0,2,2,2,2,0,0,0,0,1
394,Jeffrey Schlupp,MID,4,Crystal Palace,11,4.9,3,2,2,2,2,3,3,1,0,1,9,2,2,0,2,2,5,0,1,1,2,1,1,0,0,0,0,0,0,0,1,4,1,2,9,1,1,0
395,Jenson Metcalfe,MID,4,Everton,7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,Jeremy Sarmiento Morante,MID,4,Brighton,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,Jesurun Rak-Sakyi,MID,4,Crystal Palace,11,4.5,0,1,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Jhon Durán,FWD,1,Aston Villa,18,5.0,0,7,1,1,5,1,0,0,0,0,0,0,1,0,1,0,0,1,1,4,1,0,0,0,0,0,0,0,1,0,7,1,0,1,1,1,12,2
399,Ji-Soo Kim,DEF,2,Brentford,3,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,Jili Buyabu,DEF,2,Sheffield Utd,9,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Jimi Tauriainen,MID,4,Chelsea,8,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
402,Joachim Andersen,DEF,2,Crystal Palace,11,4.8,9,2,11,1,1,6,15,6,0,3,5,1,1,2,1,0,0,2,1,2,0,1,3,1,2,6,1,2,0,2,1,0,8,11,1,6,2,5
403,Joe Gardner,FWD,1,Nott'm Forest,16,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Joe Gauci,GK,3,Aston Villa,18,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,Joe Gomez,DEF,2,Liverpool,14,4.5,0,1,1,6,2,2,2,0,1,1,7,0,0,1,6,0,1,1,6,1,10,6,0,0,2,0,6,2,0,1,2,1,0,2,1,0,4,0
406,Joe Hodge,MID,4,Wolves,20,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,Joe Hugill,FWD,1,Man Utd,6,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,Joe Rodon,DEF,2,Spurs,15,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,Joe Rothwell,MID,4,Bournemouth,10,4.8,2,2,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,Joe Taylor,FWD,1,Luton,13,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,Joe White,MID,4,Newcastle,17,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
412,Joe Whitworth,GK,3,Crystal Palace,11,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,Joe Willock,MID,4,Newcastle,17,5.3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,1,1,1,0,0,0,0,0,0
414,Joe Worrall,DEF,2,Nott'm Forest,16,4.4,1,2,-2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,Joel Matip,DEF,2,Liverpool,14,4.9,0,0,2,6,2,2,-1,2,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,Joel Ward,DEF,2,Crystal Palace,11,4.5,6,2,2,0,0,6,5,0,0,-1,6,1,4,2,2,0,1,0,0,0,0,0,0,0,2,6,1,2,0,2,2,0,1,1,0,0,1,0
417,Joelinton Cássio Apolinário de Lira,MID,4,Newcastle,17,5.8,2,0,2,1,0,0,1,0,3,2,9,2,6,2,2,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
418,John Egan,DEF,2,Sheffield Utd,9,4.3,2,1,0,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,John Fleck,MID,4,Sheffield Utd,9,4.9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,John McAtee,FWD,1,Luton,13,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,John McGinn,MID,4,Aston Villa,18,5.5,2,10,2,2,1,3,5,1,5,8,2,10,1,2,3,9,2,2,7,1,3,1,8,2,1,6,2,-1,0,0,0,5,3,2,5,2,1,1
422,John Stones,DEF,2,Man City,19,5.3,0,0,0,0,0,0,0,1,2,6,6,0,0,0,1,1,1,0,1,0,0,2,0,7,5,6,2,10,0,0,0,1,0,0,0,1,0,0
423,John-Kymani Gordon,FWD,1,Crystal Palace,11,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,Jonathan Castro Otto,DEF,2,Wolves,20,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,Jonathan Panzo,DEF,2,Nott'm Forest,16,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,Jonjo Shelvey,MID,4,Nott'm Forest,16,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,Jonny Evans,DEF,2,Man Utd,6,4.0,0,0,0,0,0,12,0,2,1,1,6,0,0,0,1,1,6,0,1,1,1,1,0,1,1,0,2,6,0,0,1,0,0,0,0,0,3,1
428,Jordan Amissah,GK,3,Sheffield Utd,9,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,Jordan Ayew,MID,4,Crystal Palace,11,5.4,6,1,5,2,1,2,3,3,2,6,5,2,1,2,2,-1,0,8,5,5,0,2,2,2,6,13,3,3,0,2,3,2,1,6,2,1,0,1
430,Jordan Beyer,DEF,2,Burnley,5,4.0,1,0,0,-1,3,1,2,0,0,0,2,1,0,11,0,2,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,Jordan Clark,MID,4,Luton,13,4.8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,2,2,1,2,0,2,6,2,1,2,10,2,2,2,0,1,1
432,Jordan Henderson,MID,4,Liverpool,14,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,Jordan Pickford,GK,3,Everton,7,4.5,2,0,2,1,3,2,1,9,2,5,2,2,1,7,7,10,6,2,2,2,9,10,2,1,3,4,0,3,0,2,3,8,0,18,10,3,8,1
434,Jorge Luiz Frello Filho,MID,4,Arsenal,4,5.3,0,1,1,1,0,1,1,2,2,0,2,2,1,1,0,0,0,0,0,0,4,1,2,0,1,2,3,2,0,3,1,7,1,1,0,0,1,0
435,Joseph Anang,GK,3,West Ham,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Joseph Johnson,DEF,2,Luton,13,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
437,Josh Acheampong,DEF,2,Chelsea,8,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
438,Josh Bowler,MID,4,Nott'm Forest,16,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,Josh Brooking,DEF,2,Chelsea,8,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,Josh Brownhill,MID,4,Burnley,5,4.7,1,0,0,5,2,2,4,2,1,2,2,7,2,8,1,2,2,3,2,2,2,2,2,4,2,-2,0,1,1,4,0,1,8,1,0,1,0,1
441,Josh Cullen,MID,4,Burnley,5,5.0,2,0,1,5,1,2,4,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,2,6,2,11,2,2,1,5,1,2,1,9
442,Josh Dasilva,MID,4,Brentford,3,4.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,Josh Powell,DEF,2,Nott'm Forest,16,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,Joshua Duffus,MID,4,Brighton,1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,Joshua King,MID,4,Fulham,12,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,José Malheiro de Sá,GK,3,Wolves,20,5.0,2,1,11,3,2,3,4,3,3,1,1,2,2,0,0,2,0,3,3,6,8,1,1,2,3,7,0,3,0,2,4,1,8,6,3,2,0,4
447,João Cancelo,DEF,2,Man City,19,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,João Neves Virgínia,GK,3,Everton,7,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,João Palhinha Gonçalves,MID,4,Fulham,12,5.0,0,0,10,0,3,2,2,1,2,10,1,1,0,2,3,5,1,1,2,2,2,2,8,2,1,0,0,0,2,8,2,2,3,1,3,3,2,2
450,João Pedro Junqueira de Jesus,FWD,1,Brighton,1,5.3,7,0,1,2,7,1,4,2,2,1,1,1,13,4,2,2,1,2,16,2,2,2,8,0,0,0,0,0,0,0,2,1,2,2,2,5,5,2
451,João Victor Gomes da Silva,MID,4,Wolves,20,4.9,2,1,2,1,2,4,2,2,1,1,0,1,1,0,3,2,2,2,2,3,0,1,5,2,14,3,0,2,0,2,1,1,0,4,1,1,2,2
452,Joël Veltman,DEF,2,Brighton,1,4.4,1,1,4,2,2,1,-1,1,1,1,2,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,5,0,1,6,0,1,-1,1,6,7,0
453,Joško Gvardiol,DEF,2,Man City,19,4.9,1,6,2,0,1,7,0,2,2,6,0,0,0,0,2,2,1,0,1,6,1,2,2,0,0,0,0,0,0,9,2,0,12,6,15,6,27,2
454,Julio Enciso,MID,4,Brighton,1,5.1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,1,1,3,1
455,Julián Álvarez,FWD,1,Man City,19,6.7,5,7,2,14,9,1,8,2,9,2,2,5,2,5,2,5,2,0,8,7,2,13,2,2,7,1,4,2,0,0,2,2,5,6,2,5,6,0
456,Jurriën Timber,DEF,2,Arsenal,4,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,Justin Hubner,DEF,2,Wolves,20,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,Justin Kluivert,MID,4,Bournemouth,10,4.7,1,1,1,2,1,2,1,0,0,0,1,3,10,1,3,3,0,0,8,1,2,1,5,0,2,2,7,2,0,3,6,6,7,5,7,2,3,1
459,Jérémy Doku,MID,4,Man City,19,6.5,0,0,0,2,9,1,1,1,6,1,22,0,5,1,0,0,0,0,0,0,2,1,1,3,3,1,1,1,0,1,6,0,16,1,1,1,5,5
460,Jóhann Berg Gudmundsson,MID,4,Burnley,5,4.8,0,0,4,0,2,1,0,0,0,2,2,1,3,1,1,1,0,0,1,5,3,1,1,0,1,2,1,1,0,1,0,1,0,6,1,4,0,1
461,Kacper Kozłowski,MID,4,Brighton,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,Kadan Young,MID,4,Aston Villa,18,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,Kaden Rodney,MID,4,Crystal Palace,11,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,Kaelan Casey,DEF,2,West Ham,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465,Kai Havertz,MID,4,Arsenal,4,7.2,2,2,1,2,1,0,7,4,1,3,1,1,6,1,7,2,8,1,0,2,3,1,4,3,12,14,14,7,0,3,5,14,1,17,13,5,6,6
466,Kaide Gordon,MID,4,Liverpool,14,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,Kaine Kesler-Hayden,DEF,2,Aston Villa,18,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
468,Kalvin Phillips,MID,4,West Ham,2,4.7,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,-1,0,1,1,0,1,0,0,0,1,0,0,0,0
469,Kaoru Mitoma,MID,4,Brighton,1,6.5,5,12,1,5,2,14,1,2,2,2,6,1,0,1,5,1,1,2,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0
470,Karl Darlow,GK,3,Newcastle,17,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,Karl Hein,GK,3,Arsenal,4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,Keane Lewis-Potter,MID,4,Brentford,3,4.7,0,1,1,1,1,2,2,0,0,0,0,0,1,4,1,2,9,0,2,7,2,2,1,1,2,5,0,2,1,3,3,1,1,8,1,3,3,0
473,Keinan Davis,FWD,1,Aston Villa,18,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,Kell Watts,DEF,2,Newcastle,17,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,Kenny Tete,DEF,2,Fulham,12,4.4,5,1,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
476,Kepa Arrizabalaga,GK,3,Chelsea,8,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,Kevin De Bruyne,MID,4,Man City,19,10.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,5,4,2,0,2,6,0,3,0,18,2,9,11,2,12,2
478,Kevin Mbabu,DEF,2,Fulham,12,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,Kevin Schade,MID,4,Brentford,3,5.3,1,3,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,1,1,1
480,Ki-Jana Hoever,DEF,2,Wolves,20,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,Kiano Dyer,MID,4,Chelsea,8,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Kieffer Moore,FWD,1,Bournemouth,10,4.7,1,1,1,0,0,0,0,1,1,0,0,0,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,Kieran Tierney,DEF,2,Arsenal,4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,Kieran Trippier,DEF,2,Newcastle,17,6.8,2,2,0,1,8,18,12,6,10,0,9,1,1,12,1,-1,0,2,1,0,1,7,9,4,1,0,1,0,0,0,0,0,0,0,0,0,2,1
485,Kjell Scherpen,GK,3,Brighton,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,Kobbie Mainoo,MID,4,Man Utd,6,4.4,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,2,2,1,2,10,3,1,1,2,2,3,0,3,2,10,2,5,3,2,11,3
487,Konstantinos Mavropanos,DEF,2,West Ham,2,4.5,0,0,0,0,0,0,1,0,0,0,-2,0,0,2,0,0,0,6,15,6,1,2,0,0,0,1,2,-1,1,0,2,2,1,0,0,0,0,1
488,Konstantinos Tsimikas,DEF,2,Liverpool,14,4.5,0,1,0,0,0,0,0,0,6,6,1,15,2,4,0,2,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
489,Kortney Hause,DEF,2,Aston Villa,18,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,Kristian Sekularac,MID,4,Fulham,12,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,Kristoffer Ajer,DEF,2,Brentford,3,4.4,1,4,0,1,0,0,2,1,5,7,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2,0,1,1,7,9,6,1,0,6,2,1,6,0
492,Kurt Zouma,DEF,2,West Ham,2,4.5,2,2,2,11,1,0,7,1,0,2,0,1,2,0,2,0,5,6,0,0,1,2,1,-1,1,1,8,0,2,0,10,2,1,0,1,0,2,1
493,Kyle Walker,DEF,2,Man City,19,5.3,6,6,2,2,2,11,0,2,2,8,2,0,2,1,2,2,1,0,2,6,6,0,2,1,12,0,2,2,0,0,0,0,0,14,8,2,13,2
494,Lander Emery,GK,3,Aston Villa,18,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,Lawrence Vigouroux,GK,3,Burnley,5,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,Leander Dendoncker,MID,4,Aston Villa,18,4.9,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,Leandro Trossard,MID,4,Arsenal,4,6.6,1,0,1,0,11,0,0,1,6,1,1,13,3,2,1,1,1,1,2,1,8,1,8,8,11,1,1,2,0,1,3,6,3,14,3,8,11,2
498,Leigh Kavanagh,DEF,2,Brighton,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,Leo Castledine,MID,4,Chelsea,8,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,Leon Bailey,MID,4,Aston Villa,18,5.6,1,14,0,1,5,1,0,1,6,4,1,4,1,7,9,4,3,2,2,8,3,4,7,5,2,12,4,2,2,3,1,5,6,13,1,2,2,0
501,Leon Chiwome,FWD,1,Wolves,20,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
502,Lesley Ugochukwu,MID,4,Chelsea,8,4.4,1,0,1,0,3,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
503,Levi Colwill,DEF,2,Chelsea,8,4.6,2,1,6,2,6,2,12,2,1,1,0,0,0,7,1,1,6,2,1,1,7,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
504,Lewis Cook,MID,4,Bournemouth,10,5.0,0,0,1,2,3,2,2,2,-2,0,0,2,2,2,3,8,0,1,0,2,1,1,2,2,2,1,12,4,0,2,3,2,1,5,3,2,2,2
505,Lewis Dobbin,MID,4,Everton,7,4.5,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
506,Lewis Dunk,DEF,2,Brighton,1,5.1,2,2,1,2,2,1,-2,8,1,2,1,0,-2,0,0,2,1,2,0,0,6,0,9,0,12,10,0,7,0,1,7,1,3,0,1,7,2,0
507,Lewis Hall,DEF,2,Newcastle,17,4.3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,9,6,1,1,2,2,8,1
508,Lewis Koumas,FWD,1,Liverpool,14,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,Lewis Miley,MID,4,Newcastle,17,4.5,0,0,0,0,0,0,0,0,0,0,0,2,6,3,2,2,6,1,2,0,2,2,5,2,2,2,1,4,0,0,0,0,0,0,0,0,0,0
510,Lewis O'Brien,MID,4,Nott'm Forest,16,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,Lewis Orford,MID,4,West Ham,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,Lewis Warrington,MID,4,Everton,7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
513,Lisandro Martínez,DEF,2,Man Utd,6,4.7,0,-1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
514,Lloyd Kelly,DEF,2,Bournemouth,10,4.5,0,1,0,0,8,1,0,0,1,2,-1,7,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,4,7,1,1,2,6,0,1,1
515,Lorenz Assignon,DEF,2,Burnley,5,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,-1,1,1,0,2,-3,0,2,2,14,2,0,0,0
516,Loris Karius,GK,3,Newcastle,17,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
517,Louie Marsh,FWD,1,Sheffield Utd,9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,Louie Watson,MID,4,Luton,13,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,Louis Jackson,DEF,2,Man Utd,6,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
